book_id,title,authors
543505,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter
76668,"For Love of Evil (Incarnations of Immortality, #6)",Piers Anthony
13543138,Blackberry Winter,Sarah Jio
11318,Trouble Is My Business,Raymond Chandler
24761,"An Acceptable Time (A Wrinkle in Time Quintet, #5)",Madeleine L'Engle
127249,The Third Secret,Steve Berry
2854962,"Charlie Bone and the Shadow (The Children of the Red King, #7)",Jenny Nimmo
38548,Love Bites (Argeneau #2),Lynsay Sands
17727276,Hard Choices,Hillary Rodham Clinton
137894,"Batman: No Man's Land, Vol. 1","Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham"
9854,The End of Poverty,"Jeffrey D. Sachs, Bono"
11076123,Half Blood Blues,Esi Edugyan
15655,The Kindness of Strangers,Katrina Kittle
13132816,Emmy & Oliver,Robin Benway
22040598,The Sculptor,Scott McCloud
22504701,Roller Girl,Victoria Jamieson
160988,The Best Nest,P.D. Eastman
7296271,"Beyond Exile (Day by Day Armageddon,# 2)",J.L. Bourne
1105093,Braveheart,Randall Wallace
21327,"Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)","Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy"
98687,Call Me by Your Name,André Aciman
15836,Fugitive Pieces,Anne Michaels
15549,"Armageddon's Children (Genesis of Shannara, #1)",Terry Brooks
376613,The Cobra Event,Richard   Preston
13115995,"Everbound (Everneath, #2)",Brodi Ashton
5291189,The Hole in Our Gospel: What does God expect of Us? The Answer that Changed my Life and Might Just Change the World,Richard Stearns
300650,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,Gary Ezzo
9722217,رغم الفراق,نور عبدالمجيد
71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll
61794,La vida del Lazarillo de Tormes,Anonymous
25866725,Broken Grace,E.C. Diskin
161846,The Midwich Cuckoos,John Wyndham
20874139,I Am Livia,Phyllis T. Smith
2306910,Smoke Screen,Sandra Brown
7894870,Bone: Tall Tales,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker"
19156898,The Fourteenth Goldfish,"Jennifer L. Holm, Tad Carpenter"
988170,Tawny Scrawny Lion,"Kathryn Jackson, Gustav Tenggren"
298816,Peace Child: An Unforgettable Story of Primitive Jungle Treachery in the 20th Century,Don Richardson
400,Libra,Don DeLillo
18990,The Honourable Schoolboy,John le Carré
1593623,"Renegade's Magic (Soldier Son, #3)",Robin Hobb
16148938,"Second Shift: Order (Shift, #2)",Hugh Howey
13105,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",James Redfield
820394,"The Interpretation of Murder (Freud, #1)",Jed Rubenfeld
8172,Superman: Birthright,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu"
141935,Curious George Visits the Library,"Margret Rey, H.A. Rey, Martha Weston"
45369,Arthur & George,Julian Barnes
381787,"Truth Will Prevail (The Work and the Glory, #3)",Gerald N. Lund
16029994,"Sins & Needles (The Artists Trilogy, #1)",Karina Halle
61505,A Little History of the World,"E.H. Gombrich, Caroline Mustill, Clifford Harper"
8542839,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",H.P. Mallory
836611,"Fruits Basket, Vol. 4","Natsuki Takaya, Alethea Nibley, Athena Nibley"
6758423,"Women, Food and God: An Unexpected Path to Almost Everything",Geneen Roth
762134,Palace Walk (The Cairo Trilogy #1),"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny"
6630751,"First to Kill (Nathan McBride, #1)",Andrew  Peterson
109515,How I Raised Myself from Failure to Success in Selling,Frank Bettger
15902792,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",Billy Crystal
152402,"Lucky (Lucky Santangelo, #2)",Jackie Collins
24938,Wicked - Piano/Vocal Arrangement,"Stephen Schwartz, Gregory Maguire"
432283,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,Erma Bombeck
68530,"Vagabond (The Grail Quest, #2)",Bernard Cornwell
275247,Little Lord Fauntleroy,Frances Hodgson Burnett
16762211,"Sometimes Never (Sometimes Never, #1)",Cheryl McIntyre
11350430,"The Mystery Knight (The Tales of Dunk and Egg, #3)",George R.R. Martin
12710106,"Double Time (Sinners on Tour, #5)",Olivia Cunning
8288246,"Red Glove (Curse Workers, #2)",Holly Black
13237327,"The Magic (The Secret, #3)",Rhonda Byrne
24044596,Kulti,Mariana Zapata
44399,Too Busy Not to Pray: Slowing Down to Be With God,"Bill Hybels, Lavonne Neff"
3015764,Indignation,Philip Roth
8526694,Open City,Teju Cole
822989,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer
8113940,"Witches of East End (The Beauchamp Family, #1)",Melissa de la Cruz
443540,All He Ever Wanted,Anita Shreve
52629,The Fifth Dominion (Imajica Part #1/2),Clive Barker
18080889,"Worth the Fight (MMA Fighter, #1)",Vi Keeland
8089,Rose Daughter,Robin McKinley
6433344,"Fools Rush In (Weddings by Bella, #1)",Janice  Thompson
712807,Ruby Holler,Sharon Creech
7090290,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",Jen Lancaster
17853024,"The Pagan Lord (The Saxon Stories, #7)",Bernard Cornwell
161415,See You at the Top,"Zig Ziglar, Al Mayton"
25666046,The North Water,Ian McGuire
64732,"The Forge of God (Forge of God, #1)",Greg Bear
26214866,"In the Clearing (Tracy Crosswhite, #3)",Robert Dugoni
16130723,"Hidden Order (Scot Harvath, #12)",Brad Thor
111220,Eleanor of Aquitaine: A Life ,Alison Weir
1524,"Agamemnon (Oresteia, #1)","Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison"
16280689,"Staked (The Iron Druid Chronicles, #8)",Kevin Hearne
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,"David Baggett, Shawn E. Klein"
4800764,"Sweet Persuasion (Sweet, #2)",Maya Banks
16136599,"Redeemed (House of Night, #12)","P.C. Cast, Kristin Cast"
21086818,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh
33356,Jennifer Government,Max Barry
126185,The Christmas Train,David Baldacci
313267,"Dark Destiny (Dark, #13)",Christine Feehan
52367,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)","Frank Miller, Lynn Varley"
145397,Me: Stories of My Life,Katharine Hepburn
95708,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,Neil A. Fiore
23214408,"After Ever Happy (After, #4)",Anna Todd
18232495,The Auschwitz Escape,Joel C. Rosenberg
10541,Made in America: An Informal History of the English Language in the United States,Bill Bryson
4887,The Drama of the Gifted Child: The Search for the True Self,"Alice  Miller, Ruth Ward"
827497,One Flew Over the Cuckoo's Nest,Dale Wasserman
129327,The Case of Charles Dexter Ward,H.P. Lovecraft
645180,Soon I Will Be Invincible,Austin Grossman
33144,Paint it Black,Janet Fitch
11429,"Ever After (Lost Love, #2)",Karen Kingsbury
5068,Last Orders,Graham Swift
51715,Mythologies,"Roland Barthes, Annette Lavers"
13270,Poetics,"Aristotle, Malcolm Heath"
12737118,Wife 22,Melanie Gideon
20871704,Before I Go,Colleen Oakley
394841,Travel Team,Mike Lupica
11306,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),Susan Cooper
12002819,The Flight of Gemma Hardy,Margot Livesey
125959,"Saint (Paradise, #2)",Ted Dekker
60080,Groundwork of the Metaphysics of Morals,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard"
25614598,"Crimson Shore (Pendergast, #15)","Douglas Preston, Lincoln Child"
541024,More Than Human,Theodore Sturgeon
20318201,"Burn (Michael Bennett, #7)","James Patterson, Michael Ledwidge"
11996019,The King's Agent,Donna Russo Morin
426030,The Healer (O'Malley #5),Dee Henderson
4633,Islands in the Stream,Ernest Hemingway
359461,The Guardian (O'Malley #2),Dee Henderson
8163161,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",Bisco Hatori
604635,Naïve. Super,"Erlend Loe, Tor Ketil Solberg"
8110748,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),"Meca Tanaka, 田中メカ"
6261270,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",Andy Andrews
11324,Under the Net,Iris Murdoch
12039943,Capital,John Lanchester
11551045,"Lenobia's Vow (House of Night Novellas, #2)","P.C. Cast, Kristin Cast"
28262024,"The Goal (Off-Campus, #4)",Elle Kennedy
2358870,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)",Eoin Colfer
11913681,"The Boyfriend Thief (Stolen Kiss, #1)",Shana Norris
12782865,"The Lewis Man (The Lewis Trilogy, #2)",Peter  May
62233,"The Elves of Cintra (Genesis of Shannara, #2)",Terry Brooks
28248,"Priestess of the White (Age of the Five, #1)",Trudi Canavan
12760903,"The Vision (Fallen Star, #3)",Jessica Sorensen
763594,The Gemini Contenders,Robert Ludlum
330944,"The Field of Swords (Emperor, #3)",Conn Iggulden
6049585,Abandon,Blake Crouch
85425,"Final Jeopardy (Alexandra Cooper, #1)",Linda Fairstein
55229,April 1865: The Month That Saved America,Jay Winik
7159016,"The Haunted (The Hollow, #2)",Jessica Verday
595822,The Protector (O'Malley #4),Dee Henderson
25893582,Tell Me Three Things,Julie Buxbaum
561403,"The It Girl (It Girl, #1)",Cecily von Ziegesar
263149,Single White Vampire (Argeneau #3),Lynsay Sands
1111600,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",Robert Jordan
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman
17903381,Diary ng Panget,"HaveYouSeenThisGirL, Jan Irene Villar"
8437379,"Call Me Irresistible (Wynette, Texas #5)",Susan Elizabeth Phillips
289029,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Robin S. Sharma
659546,Promise Not to Tell,Jennifer McMahon
10790376,"A Modern Witch (A Modern Witch, #1)",Debora Geary
56466,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews
17973653,"Shine Not Burn (Shine Not Burn, #1)",Elle Casey
155370,Double Identity,Margaret Peterson Haddix
17673271,Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle,"Si Robertson, Mark Schlabach"
10803806,"Darth Paper Strikes Back (Origami Yoda, #2)",Tom Angleberger
9166877,"The Girl in the Steel Corset (Steampunk Chronicles, #1)",Kady Cross
1820716,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",Daniel Glattauer
122756,My Brother Sam Is Dead,"James Lincoln Collier, Christopher Collier"
72623,Dream Man,Linda Howard
91017,Rubicon: The Last Years of the Roman Republic,Tom Holland
71823,"The Green Mile, Part 6: Coffey on the Mile",Stephen King
170171,Catalyst,Laurie Halse Anderson
5618698,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",Molly Harper
31334,Belinda,"Anne Rice, Anne Rampling"
8449698,"When Beauty Tamed the Beast (Fairy Tales, #2)",Eloisa James
8720415,"Miles to Go (The Walk, #2)",Richard Paul Evans
107781,"The Gift (Crown's Spies, #3)",Julie Garwood
12959045,My Friend Dahmer,Derf Backderf
107783,"The Lion's Lady (Crown's Spies, #1)",Julie Garwood
23245594,Beach Town,Mary Kay Andrews
10295484,Heart on a Chain,Cindy C. Bennett
7987,"The Legend of Luke (Redwall, #12)",Brian Jacques
646195,Babe: The Gallant Pig,"Dick King-Smith, Maggie Kneen"
8152697,Wishin' and Hopin',Wally Lamb
13152668,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",Jack McCallum
914211,Influencer: The Power to Change Anything,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler"
116982,The Hand of Oberon (The Chronicles of Amber #4),Roger Zelazny
7828781,"No Place to Run (KGI, #2)",Maya Banks
106124,"The Dragonslayer (Bone, #4)","Jeff Smith, Steve Hamaker"
34451,Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,Joel Fuhrman
11738128,"A Week to Be Wicked (Spindle Cove, #2)",Tessa Dare
20575434,Rain Reign,Ann M. Martin
207365,"Claimed By Shadow (Cassandra Palmer, #2)",Karen Chance
200963,"Meet Samantha: An American Girl (American Girls: Samantha, #1)","Susan S. Adler, Renée Graef, Nancy Niles"
3419808,The Secret Scripture,Sebastian Barry
6911529,Batwoman: Elegy,"Greg Rucka, J.H. Williams III, Rachel Maddow"
764073,When the Emperor Was Divine,Julie Otsuka
17254035,"Foreplay (The Ivy Chronicles, #1)",Sophie Jordan
37296,"Night Prey (Lucas Davenport, #6)",John Sandford
192888,"Clouds of Witness (Lord Peter Wimsey, #2)",Dorothy L. Sayers
1176884,"Body Movers (Body Movers, #1)",Stephanie Bond
40136,"The Nasty Bits: Collected Varietal Cuts, Usable Trim, Scraps, and Bones",Anthony Bourdain
29906980,Lincoln in the Bardo,George Saunders
7745031,"Zero History (Blue Ant, #3)",William Gibson
12021559,Sophie & Carter,Chelsea Fine
38703,"Small Steps (Holes, #2)",Louis Sachar
11940384,The Wicked Girls,Alex Marwood
155291,"Agents of Light and Darkness (Nightside, #2)",Simon R. Green
41069,Stand on Zanzibar,John Brunner
6261477,Homer's Odyssey,Gwen Cooper
433035,"Sad Cypress (Hercule Poirot, #21)",Agatha Christie
1070527,Avatar Volume 1: The Last Airbender (Avatar #1),"Michael Dante DiMartino, Bryan Konietzko"
17478,"Five Go to Smuggler's Top (Famous Five, #4)",Enid Blyton
643988,"Indemnity Only (V.I. Warshawski, #1)",Sara Paretsky
74997,"Five Run Away Together (Famous Five, #3)",Enid Blyton
59887,The Promise,Danielle Steel
199532,A Redbird Christmas,Fannie Flagg
42691,The Haj,Leon Uris
290628,"The Darkest Road (The Fionavar Tapestry, #3)",Guy Gavriel Kay
18580,"Summer of My German Soldier (Summer of My German Soldier, #1)",Bette Greene
20168816,Rogues,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss"
24961498,"The Midwife's Revolt (The Midwife Series, #1)",Jodi Daynard
23357188,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",Cora Reilly
30253700,Anti-Stepbrother,Tijan
8150317,"Deeper Than Midnight (Midnight Breed, #9)",Lara Adrian
8100979,"Mercy Blade (Jane Yellowrock, #3)",Faith Hunter
227280,I Do -- But I Don't,Cara Lockwood
244115,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",Judy Schachner
15799151,Daily Rituals: How Artists Work,Mason Currey
8100288,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World","Kevin Malarkey, Alex Malarkey"
16704759,"Knight & Stay (Knight, #2)",Kitty French
1468706,"An Incomplete Revenge (Maisie Dobbs, #5)",Jacqueline Winspear
24040551,The Night Sister,Jennifer McMahon
8471815,You Don't Have to Say You Love Me,Sarra Manning
13659,"Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin
16171259,The Sound of Things Falling,"Juan Gabriel Vásquez, Anne McLean"
11239856,"Maid for the Billionaire (Legacy Collection, #1)",Ruth Cardello
25241477,Ashley Bell,Dean Koontz
313998,Johnny Mnemonic,"William Gibson, Terry Bisson"
513176,"Rogue Squadron (Star Wars: X-Wing, #1)",Michael A. Stackpole
457457,Fine Things,Danielle Steel
550940,"The Chase (Isaac Bell, #1)",Clive Cussler
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,"Neil Postman, Andrew Postman"
61974,"Nerilka's Story (Pern, #8)",Anne McCaffrey
153175,"King of Foxes (Conclave of Shadows, #2)",Raymond E. Feist
1153709,Hairy Maclary from Donaldson's Dairy,Lynley Dodd
764063,Wonderful Tonight,"Pattie Boyd, Penny Junor"
17573684,The Obituary Writer,Ann Hood
1175893,"Tunnels (Tunnels, #1)","Roderick Gordon, Brian  Williams"
35539,The Beatles: The Biography,Bob Spitz
92371,Lie Down with Lions,Ken Follett
630621,The Incredible Hulk: Planet Hulk,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa"
134958,Elizabeth: The Struggle for the Throne,David Starkey
571508,"Rumors of War (Children of the Promise, #1)",Dean Hughes
10008056,"Journal 64 (Afdeling Q, #4)",Jussi Adler-Olsen
13151283,بضع ساعات في يوم ما,محمد صادق
10049436,The Single Girl's To-Do List,Lindsey Kelk
112517,"Rama Revealed (Rama, #4)","Arthur C. Clarke, Gentry Lee"
9399336,"The Redhead Revealed (Redhead, #2)",Alice Clayton
125958,Skin,Ted Dekker
20662728,"Clariel (Abhorsen, #4)",Garth Nix
68099,"Death at La Fenice (Commissario Brunetti, #1)",Donna Leon
36058,"The Big Nowhere (L.A. Quartet, #2)",James Ellroy
71787,"In This Mountain (Mitford Years, #7)",Jan Karon
5052,Code to Zero,Ken Follett
429024,The Old Curiosity Shop,"Charles Dickens, Norman Page"
73860,Dibs in Search of Self,Virginia M. Axline
46908,"Fruits Basket, Vol. 14","Natsuki Takaya, Alethea Nibley, Athena Nibley"
17277800,"Hawkeye, Volume 2: Little Hits","Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos"
18420,Hands Of Light,"Barbara Ann Brennan, Jos. A. Smith"
87280,Too Loud a Solitude,Bohumil Hrabal
65113,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),"Lemony Snicket, Brett Helquist"
11445880,"Midnight in Austenland (Austenland, #2)",Shannon Hale
41820,Pebble in the Sky (Galactic Empire #3),Isaac Asimov
5024334,Too Good to Be True,Kristan Higgins
105920,"Ultimate Spider-Man, Volume 1: Power and Responsibility","Brian Michael Bendis, Mark Bagley"
13519844,"Independence (Significance, #4)",Shelly Crane
20646604,"Night Owl (Night Owl, #1)",M. Pierce
85310,"Mortal Prey (Lucas Davenport, #13)",John Sandford
16312,"One, Two, Buckle My Shoe (Hercule Poirot, #22)","Agatha Christie, Hugh Fraser"
29236299,"Gemina (The Illuminae Files, #2)","Amie Kaufman, Jay Kristoff, Marie Lu"
51740,Staying Fat for Sarah Byrnes,Chris Crutcher
73960,Lorna Doone,"R.D. Blackmore, Michelle Allen"
53809,Maktub,Paulo Coelho
10599302,"Head Over Heels (Lucky Harbor, #3)",Jill Shalvis
1866046,Adam,Ted Dekker
388018,"The Clocks (Hercule Poirot, #34)","Agatha Christie, Robin Bailey"
15818278,The One I Left Behind,Jennifer McMahon
89370,Tao of Pooh and Te of Piglet Boxed Set,Benjamin Hoff
21433251,Manga Classics: Les Misérables,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo"
280125,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",R.A. Salvatore
127567,"The Dolphins of Pern (Pern, #13)",Anne McCaffrey
164836,Succulent Wild Woman,S.A.R.K.
77866,Any Human Heart,William  Boyd
10720733,"The Abduction (Theodore Boone, #2)",John Grisham
15776904,"The Beggar King (The Hangman's Daughter, #3)","Oliver Pötzsch, Lee Chadeayne"
16084702,"Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed (Fifty Shades, #2-3)",E.L. James
8710484,La Carte et le territoire,Michel Houellebecq
20821249,"Festive in Death (In Death, #39)",J.D. Robb
94064,"Rainbow Boys (Rainbow Trilogy, #1)",Alex   Sanchez
1838166,"The Penderwicks on Gardam Street (The Penderwicks, #2)",Jeanne Birdsall
38562,A Bite to Remember (Argeneau #5),Lynsay Sands
13722526,"The Nightmare (Joona Linna, #2)","Lars Kepler, Laura A. Wideburg"
114143,The Reef,Nora Roberts
68930,"They Do It with Mirrors (Miss Marple, #6)",Agatha Christie
9260507,5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,Matthew Inman
239381,Just a Mess (Little Critter),Mercer Mayer
835155,See Jane Date,Melissa Senate
221298,"The Gods of War (Emperor, #4)",Conn Iggulden
89186,Pushing Ice,Alastair Reynolds
13056511,"Heaven (Halo, #3)",Alexandra Adornetto
17285330,The Last Time We Say Goodbye,Cynthia Hand
7780,The Secret Art of Dr. Seuss,"Dr. Seuss, Maurice Sendak, Audrey Geisel"
25347,"Out of Egypt (Christ the Lord, #1)",Anne Rice
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin
23363874,Reasons to Stay Alive,Matt Haig
6280379,The Children's Book,A.S. Byatt
7262166,Tough Customer (Mitchell & Associates #2),Sandra Brown
961831,The Shadowy Horses,Susanna Kearsley
820517,"Joey Pigza Swallowed the Key (Joey Pigza, #1)",Jack Gantos
3690427,"Among the Mad (Maisie Dobbs, #6)","Jacqueline Winspear, Orlagh Cassidy"
6054190,Dune Road,Jane Green
3692151,شكلها باظت,عمر طاهر
4530,Olivia Joules and the Overactive Imagination,Helen Fielding
8857310,Unfamiliar Fishes,Sarah Vowell
5750628,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard
7199,The Way the Crow Flies,Ann-Marie MacDonald
17810,In the Miso Soup,"Ryū Murakami, Ralph McCarthy"
6403690,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters",Timothy J. Keller
167216,Amy and Isabelle ,Elizabeth Strout
15803037,Red Sparrow (Red Sparrow Trilogy #1),Jason  Matthews
7632329,Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory,Ben Macintyre
487666,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,"Dick Winters, Cole C. Kingseed"
19523454,Beautiful You,Chuck Palahniuk
232268,"The Locket (The Locket, #1)",Richard Paul Evans
400881,"Shadows Linger (The Chronicles of the Black Company, #2)",Glen Cook
77739,"Honor Among Enemies (Honor Harrington, #6)",David Weber
10859509,"Altered (Altered, #1)",Jennifer Rush
22571696,"Obsession in Death (In Death, #40)",J.D. Robb
11306337,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,Dave Ramsey
139176,"The Quiche of Death (Agatha Raisin, #1)",M.C. Beaton
96259,Crush,Richard Siken
179565,"The Marvelous Land of Oz (Oz, #2)","L. Frank Baum, David McKee"
6159,Reservation Blues,Sherman Alexie
1056627,Become a Better You: 7 Keys to Improving Your Life Every Day,Joel Osteen
18781543,"Until Nico (Until, #4)",Aurora Rose Reynolds
46906,"Fruits Basket, Vol. 15","Natsuki Takaya, Alethea Nibley, Athena Nibley"
8086216,Plenty,Yotam Ottolenghi
88072,Agent to the Stars,John Scalzi
15707526,"The First Confessor (The Legend of Magda Searus, #1)",Terry Goodkind
581552,In the Penal Colony,Franz Kafka
6344534,"The Second Ship (The Rho Agenda, #1)",Richard   Phillips
91439,The Beet Queen,Louise Erdrich
16041169,"Disastrous (Disastrous, #1)",E.L. Montes
481743,The Wave,"Morton Rhue, Todd Strasser"
576666,And Ladies of the Club,Helen Hooven Santmyer
23460830,"Secondhand Souls (Grim Reaper, #2)",Christopher Moore
21535784,"The Cinderella Murder (Under Suspicion, #2)","Mary Higgins Clark, Alafair Burke"
30839185,"Vicious (Sinners of Saint, #1)",L.J. Shen
18266,Gargantua and Pantagruel,"François Rabelais, M.A. Screech"
93453,When Will Jesus Bring the Pork Chops?,George Carlin
23566909,The Marvels,Brian Selznick
9532302,"The Last Werewolf (The Last Werewolf, #1)",Glen Duncan
19138879,"Attack on Titan: No Regrets, Volume 01","Hajime Isayama, Hikaru Suruga, Gan Sunaaku"
54666,What's the Matter with Kansas? How Conservatives Won the Heart of America,Thomas Frank
11942408,شاب كشك في رحلة البحث عن الجادون,عمرو سلامة
14460,"Kitty Goes to Washington (Kitty Norville, #2)",Carrie Vaughn
857418,The Carrot Seed,"Ruth Krauss, Crockett Johnson"
21857294,"Reasonable Doubt: Volume 3 (Reasonable Doubt, #3)",Whitney G.
11605,Riding the Bullet,"Stephen King, Josh Hamilton"
5292173,"Relentless (The Lost Fleet, #5)",Jack Campbell
19106,The Nose,"Nikolai Gogol, Kevin Hawkes"
1624920,"Kitty and the Silver Bullet (Kitty Norville, #4)",Carrie Vaughn
381440,The Society of the Spectacle,"Guy Debord, Donald Nicholson-Smith"
603911,"SilverFin (Young Bond, #1)",Charlie Higson
24819476,Winter Stroll (Winter #2),Elin Hilderbrand
70487,Attack of the Deranged Mutant Killer Monster Snow Goons,Bill Watterson
11556960,"Crewel (Crewel World, #1)",Gennifer Albin
1207980,Helmet for My Pillow,Robert Leckie
32075671,The Hate U Give,Angie Thomas
16170625,المانيفستو,مصطفى إبراهيم
6351910,"Dynasty of Evil (Star Wars: Darth Bane, #3)",Drew Karpyshyn
16042305,Love Left Behind,S.H. Kolee
12075886,Keep Holding On,Susane Colasanti
4162673,The Private Patient (Adam Dalgliesh #14),P.D. James
77738,"Flag in Exile (Honor Harrington, #5)",David Weber
25955,The Medium is the Massage,"Marshall McLuhan, Quentin Fiore, Jerome Agel"
96463,"The Chronicles of Pern: First Fall (Pern, #12)",Anne McCaffrey
248871,"Berserk, Vol. 1 (Berserk, #1)","Kentaro Miura, Jason DeAngelis"
3710,The Autograph Man,Zadie Smith
32848471,Egomaniac,Vi Keeland
1372055,"Courageous (The Lost Fleet, #3)",Jack Campbell
24902492,Ruby,Cynthia Bond
8487363,"My Soul to Steal (Soul Screamers, #4)",Rachel Vincent
110388,"On the Way to the Wedding (Bridgertons, #8)",Julia Quinn
7433,"Messenger of Truth (Maisie Dobbs, #4)",Jacqueline Winspear
8411749,"The Rogue (Traitor Spy Trilogy, #2)",Trudi Canavan
175078,The Seven Storey Mountain,"Thomas Merton, Robert Giroux, William H. Shannon"
86655,The Keep,Jennifer Egan
562763,Scaredy Squirrel (Scaredy Squirrel),Mélanie Watt
97084,Apathy and Other Small Victories,Paul Neilan
17342700,"Gathering Darkness (Falling Kingdoms, #3)","Morgan Rhodes, Michelle Rowen"
51362,The Survivors Club,Lisa Gardner
1830755,Mine to Possess (Psy-Changeling #4),Nalini Singh
9581507,Don't Breathe a Word,Jennifer McMahon
25387202,The Force Awakens (Star Wars),"Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt"
7707538,"Sugar and Spice (L.A. Candy, #3)",Lauren Conrad
9565574,"Grave Dance (Alex Craft, #2)",Kalayna Price
6448482,"Soul Eater, Vol. 02 (Soul Eater, #2)",Atsushi Ohkubo
69477,Z for Zachariah,Robert C. O'Brien
6251222,Await Your Reply,Dan Chaon
161275,Superman: Whatever Happened to the Man of Tomorrow?,"Alan Moore, Curt Swan, George Pérez, Kurt Schaffenberger"
76706,"Track of the Cat (Anna Pigeon, #1)",Nevada Barr
341027,"The Mane Event (Pride, #1)",Shelly Laurenston
17262206,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",Scott Anderson
139004,Essays and Poems,"Ralph Waldo Emerson, Peter Norberg"
31741,Innocent Erendira and Other Stories,"Gabriel García Márquez, Gregory Rabassa"
81992,"Singularity Sky (Eschaton, #1)",Charles Stross
404562,Henry & Ramona,Cynthia J. McGean
400906,"The White Rose (The Chronicles of the Black Company, #3)",Glen Cook
17339590,"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية",حسن الجندي
22571275,"All Fall Down (Embassy Row, #1)",Ally Carter
14680,The Charterhouse of Parma,"Stendhal, Richard Howard, Robert Andrew Parker"
18722887,Little Mercies,Heather Gudenkauf
